passage_id,text,source
p1511,"Sponges are filter feeders. They pump water into their body through their pores. The water flows through a large central cavity called the spongocoel (see Figure above ). As the water flows by, specialized collar cells filter out food particles such as bacteria. Collar cells have tiny hairs that trap the particles. They also have a flagellum that whips the water and keeps it moving. Once the food is trapped, the collar cells digest it (see Figure below ). Cells called amebocytes also help digest the food. They distribute the nutrients to the rest of the body as well. Finally, the water flows back out of the body through an opening called the osculum. As water flows through the sponge, oxygen diffuses from the water to the sponge’s cells. The cells also expel wastes into the water for removal through the osculum.",SciQ
p1512,"Each substance can be classified as an ionic solute or a nonionic solute. Ionic solutes are electrolytes, and nonionic solutes are nonelectrolytes. Potassium chloride is an ionic compound; therefore, when it dissolves, its ions separate, making it an electrolyte. Fructose is a sugar similar to glucose. (In fact, it has the same molecular formula as glucose. ) Because it is a molecular compound, we expect it to be a nonelectrolyte. Isopropyl alcohol is an organic molecule containing the alcohol functional group. The bonding in the compound is all covalent, so when isopropyl alcohol dissolves, it separates into individual molecules but not ions. Thus, it is a nonelectrolyte. Magnesium hydroxide is an ionic compound, so when it dissolves it dissociates. Thus, magnesium hydroxide is an electrolyte.",SciQ
p1513,"Amines are capable of hydrogen bonding though their boiling points are generally a bit lower than the corresponding alcohol. Methylamine and ethylamine are gases at room temperature, while larger amines are liquids. As with other organic compounds that form hydrogen bonds, water solubility is reflected in the length of the carbon chains. Smaller amines are soluble, while larger ones are less soluble.",SciQ
p1514,The vagina is a tubular passageway through which the embryo or fetus leaves the mother’s body during birth. The vagina is also where the male deposits sperm during mating.,SciQ
p1515,Average global temperature has risen since 1900.,SciQ
p1516,"The volume of an irregularly shaped solid can be measured by the displacement method. You can read below how this method works. For a video on the displacement method, go to this URL: http://www. youtube. com/watch?v=e0geXKxeTn4 .",SciQ
p1517,"Figure 12.7 Statues made from carbonate compounds such as limestone and marble typically weather slowly over time due to the actions of water, and thermal expansion and contraction. However, pollutants like sulfur dioxide can accelerate weathering. As the concentration of air pollutants increases, deterioration of limestone occurs more rapidly. (credit: James P Fisher III).",SciQ
p1518,"The halogens are among the most reactive of all elements, although reactivity declines from the top to the bottom of the halogen group. Because all halogens have seven valence electrons, they are “eager” to gain one more electron. Doing so gives them a full outer energy level, which is the most stable arrangement of electrons. Halogens often combine with alkali metals in group 1 of the periodic table. Alkali metals have just one valence electron, which they are equally “eager” to donate. Reactions involving halogens, especially halogens near the top of the group, may be explosive. You can see some examples in the video at the URL below. ( Warning: Don’t try any of these reactions at home!).",SciQ
p1519,"In food chemistry, the substances known as antioxidants are reducing agents. Ascorbic acid (vitamin C; C6H8O6) is thought to retard potentially damaging oxidation of living cells. In the process, it is oxidized to dehydroascorbic acid (C6H6O6). In the stomach, ascorbic acid reduces the nitrite ion (NO2−) to nitric oxide (NO): C6H8O6 + 2H+ + 2NO2− → C6H6O6 + 2H2O + 2NO If this reaction did not occur, nitrite ions from foods would oxidize the iron in hemoglobin, destroying its ability to carry oxygen. Tocopherol (vitamin E) is also an antioxidant. In the body, vitamin E is thought to act by scavenging harmful by-products of metabolism, such as the highly reactive molecular fragments called free radicals. In foods, vitamin E acts to prevent fats from being oxidized and thus becoming rancid. Vitamin C is also a good antioxidant. Finally, and of greatest importance, green plants carry out the redox reaction that makes possible almost all life on Earth. They do this through a process calledphotosynthesis, in which carbon dioxide and water are converted to glucose (C6H12O6). The synthesis of glucose requires a variety of proteins called enzymes and a green pigment called chlorophyll that converts sunlight into chemical energy (Figure 5.7 ""Life on Earth""). The overall change that occurs is as follows:.",SciQ
p1520,"Integumentary System The first thing a clinician sees is the skin, and so the examination of the skin should be part of any thorough physical examination. Most skin disorders are relatively benign, but a few, including melanomas, can be fatal if untreated. A couple of the more noticeable disorders, albinism and vitiligo, affect the appearance of the skin and its accessory organs. Although neither is fatal, it would be hard to claim that they are benign, at least to the individuals so afflicted. Albinism is a genetic disorder that affects (completely or partially) the coloring of skin, hair, and eyes. The defect is primarily due to the inability of melanocytes to produce melanin. Individuals with albinism tend to appear white or very pale due to the lack of melanin in their skin and hair. Recall that melanin helps protect the skin from the harmful effects of UV radiation. Individuals with albinism tend to need more protection from UV radiation, as they are more prone to sunburns and skin cancer. They also tend to be more sensitive to light and have vision problems due to the lack of pigmentation on the retinal wall. Treatment of this disorder usually involves addressing the symptoms, such as limiting UV light exposure to the skin and eyes. In vitiligo, the melanocytes in certain areas lose their ability to produce melanin, possibly due to an autoimmune reaction. This leads to a loss of color in patches (Figure 5.10). Neither albinism nor vitiligo directly affects the lifespan of an individual.",SciQ
p1521,"Living things that cause human diseases include bacteria, fungi, and protozoa. Most infectious diseases caused by these organisms can be cured with medicines. For example, medicines called antibiotics can cure most diseases caused by bacteria. Bacteria are one-celled organisms without a nucleus. Although most bacteria are harmless, some cause diseases.",SciQ
p1522,"Jaws Beach in Maui, Hawaii has legendary waves. The largest waves come when winds are very strong, usually in the winter. The rocks and reef offshore magnify the size of the incoming wave energy. Cowabunga!.",SciQ
p1523,"All the other nervous tissues in the body are part of the peripheral nervous system. If you look again at Figure above , you can see the major nerves of the peripheral nervous system. They include nerves that run through virtually every part of the body, both inside and out, except for the brain and spinal cord.",SciQ
p1524,"For decades Pluto was a planet. But even then, scientists knew it was an unusual planet. The other outer planets are all gas giants. Pluto is small, icy and rocky. With a diameter of about 2400 kilometers, it has only about 1/5 the mass of Earth’s Moon. The other planets orbit in a plane. Pluto's orbit is tilted. The shape of the orbit is like a long, narrow ellipse. Pluto's orbit is so elliptical that sometimes it is inside the orbit of Neptune.",SciQ
p1525,"fibers, films, plastics, semisolid resins, and rubbers are also polymers. More than half the compounds produced by the chemical industry are synthetic polymers. Some common addition polymers are listed in http://catalog. flatworldknowledge. com/bookhub/reader/2547 - gob-ch13_s05_t01. Note that all the monomers have carbon-to-carbon double bonds. Many polymers are mundane (e. , plastic bags, food wrap, toys, and tableware), but there are also polymers that conduct electricity, have amazing adhesive properties, or are stronger than steel but much lighter in weight. Table 13.2 Some Addition Polymers.",SciQ
p1526,"In other covalent bonds, electrons are shared equally. These bonds are called nonpolar bonds. Neither atom attracts the shared electrons more strongly. As a result, the atoms remain neutral. Figure below shows an example of nonpolar bonds.",SciQ
p1527,"Ribosomes are cellular substructures where proteins are synthesized. They contain about 65% rRNA and 35% protein, held together by numerous noncovalent interactions, such as hydrogen bonding, in an overall structure consisting of two globular particles of unequal size. Molecules of tRNA, which bring amino acids (one at a time) to the ribosomes for the construction of proteins, differ from one another in the kinds of amino acid each is specifically designed to carry. A set of three nucleotides, known as a codon, on the mRNA determines which kind of tRNA will add its amino acid to the growing chain. (For more information on sequences, see Section 19.4 ""Protein Synthesis and the Genetic Code"". ) Each of the 20 amino acids found in proteins has at least one corresponding kind of tRNA, and most amino acids have more than one. The two-dimensional structure of a tRNA molecule has three distinctive loops, reminiscent of a cloverleaf (Figure 19.11 ""Transfer RNA""). On one loop is a sequence of three nucleotides that varies for each kind of tRNA. This triplet, called the anticodon, is complementary to and pairs with the codon on the mRNA. At the opposite end of the molecule is the acceptor stem, where the amino acid is attached. Figure 19.11 Transfer RNA Saylor URL: http://www. saylor. org/books.",SciQ
p1528,"Carbon cycles quickly between organisms and the atmosphere. Cellular respiration releases carbon into the atmosphere as carbon dioxide. Carbon is also released when organisms decompose. Human actions, such as the burning of fossil fuels, also release carbon into the atmosphere. Natural processes, such as volcanic eruptions, release carbon from magma into the atmosphere. Warm ocean waters also release carbon, whereas cold ocean water dissolves carbon from the atmosphere. Photosynthesis (autotrophs) removes carbon dioxide from the atmosphere and uses it to make organic compounds. Carbon cycles far more slowly through geological processes such as sedimentation. Runoff, rivers and streams dissolve carbon in rocks and carry it to the ocean. Sediments from dead organisms may form fossil fuels or carbon-containing rocks. Carbon may be stored in sedimentary rock for millions of years.",SciQ
p1529,"All other mammals give birth to live young and belong to one of two different categories, the marsupials and the placental mammals. A marsupial is an animal in which the embryo, which is often called a joey, is born at an immature stage. Development must be completed outside the mother's body. Most female marsupials have an abdominal pouch or skin fold where there are mammary glands. The pouch is a place for completing the development of the baby. Although blind, without fur, and with only partially formed hind legs, the tiny newborns have well developed forelimbs with claws that enable them to climb their way into their mother's pouch where they drink their mother's milk and continue their development. Marsupials include kangaroos, koalas, and opossums. Other marsupials are the wallaby and the Tasmanian Devil. Most marsupials live in Australia and nearby areas. ( Figure below ).",SciQ
p1530,"Carbon is the most important element to life. Without this element, life as we know it would not exist. As you will see, carbon is the central element in compounds necessary for life-organic compounds. These compounds include carbohydrates, lipids, proteins and nucleic acids.",SciQ
p1531,"The idea of evolution has been around for centuries. In fact, it goes all the way back to the ancient Greek philosopher Aristotle. However, evolution is most often associated with Charles Darwin. Darwin published a book on evolution in 1859 titled On the Origin of Species . In the book, Darwin stated the theory of evolution by natural selection. He also presented a great deal of evidence that evolution occurs.",SciQ
p1532,Electrons are transferred from hair to a balloon rubbed against the hair. Then the oppositely charged hair and balloon attract each other.,SciQ
p1533,Carbon doesn’t stop there. Living things get energy from food in a process called respiration. This releases carbon dioxide back into the atmosphere. The cycle then repeats.,SciQ
p1534,"Geology is the study of the solid Earth. Geologists study how rocks and minerals form. The way mountains rise up is part of geology. The way mountains erode away is another part. Geologists also study fossils and Earth’s history. There are many other branches of geology. There is so much to know about our home planet that most geologists become specialists in one area. For example, a mineralogist studies minerals, as seen in ( Figure below ).",SciQ
p1535,"When you look at the Moon from Earth, you notice dark and light areas. The maria are dark, solid, flat areas of lava. Maria covers around 16% of the Moon’s surface, mostly on the near side. The maria formed about 3.0 to 3.5 billion years ago, when the Moon was continually bombarded by meteorites ( Figure below ). Large meteorites broke through the Moon’s newly formed surface. This caused magma to flow out and fill the craters. Scientists estimate volcanic activity on the Moon ended about 1.2 billion years ago.",SciQ
p1536,"down into three major groups: those caused by blood loss, those caused by faulty or decreased RBC production, and those caused by excessive destruction of RBCs. Clinicians often use two groupings in diagnosis: The kinetic approach focuses on evaluating the production, destruction, and removal of RBCs, whereas the morphological approach examines the RBCs themselves, paying particular emphasis to their size. A common test is the mean corpuscle volume (MCV), which measures size. Normal-sized cells are referred to as normocytic, smaller-than-normal cells are referred to as microcytic, and larger-than-normal cells are referred to as macrocytic. Reticulocyte counts are also important and may reveal inadequate production of RBCs. The effects of the various anemias are widespread, because reduced numbers of RBCs or hemoglobin will result in lower levels of oxygen being delivered to body tissues. Since oxygen is required for tissue functioning, anemia produces fatigue, lethargy, and an increased risk for infection. An oxygen deficit in the brain impairs the ability to think clearly, and may prompt headaches and irritability. Lack of oxygen leaves the patient short of breath, even as the heart and lungs work harder in response to the deficit. Blood loss anemias are fairly straightforward. In addition to bleeding from wounds or other lesions, these forms of anemia may be due to ulcers, hemorrhoids, inflammation of the stomach (gastritis), and some cancers of the gastrointestinal tract. The excessive use of aspirin or other nonsteroidal anti-inflammatory drugs such as ibuprofen can trigger ulceration and gastritis. Excessive menstruation and loss of blood during childbirth are also potential causes. Anemias caused by faulty or decreased RBC production include sickle cell anemia, iron deficiency anemia, vitamin deficiency anemia, and diseases of the bone marrow and stem cells. • A characteristic change in the shape of erythrocytes is seen in sickle cell disease (also referred to as sickle cell anemia). A genetic disorder, it is caused by production of an abnormal type of hemoglobin, called hemoglobin S, which delivers less oxygen to tissues and causes erythrocytes to assume a sickle (or crescent) shape, especially at low oxygen concentrations (Figure 18.9). These abnormally shaped cells can then become lodged in narrow capillaries because they are unable to fold in on themselves to squeeze through, blocking blood flow to tissues and causing a variety of serious problems from painful joints to delayed growth and even blindness and cerebrovascular accidents (strokes). Sickle cell anemia is a genetic condition particularly found in individuals of African descent.",SciQ
p1537,"The molar mass of any substance is the mass in grams of one mole of representative particles of that substance. The representative particles can be atoms, molecules, or formula units of ionic compounds. This relationship is frequently used in the laboratory. Suppose that for a certain experiment you need 3.00 moles of calcium chloride (CaCl 2 ). Since calcium chloride is a solid, it would be convenient to use a balance to measure the mass that is needed. The molar mass of CaCl 2 is 110.98 g/mol. The conversion factor that can be used is then based on the equality that 1 mol = 110.98 g CaCl 2 . Dimensional analysis will allow you to calculate the mass of CaCl 2 that you should measure.",SciQ
p1538,"In the Bohr model, the atom is viewed as a densely packed nucleus comprised of neutrons and protons that is surrounded by electrons at fixed distances, which correspond to specific energy levels. However, the quantum model showed that the distances between electrons and the nucleus are not really fixed. Due to their wave-like nature, we cannot pinpoint the exact location of an electron that is in motion, but we can determine the probability that a given electron will be in a particular region in three-dimensional space. Schrӧdinger’s equations are used to determine the position of a specific electron with respect to a nearby nucleus. The region in space in which an electron is most likely to be found is referred to as an orbital .",SciQ
p1539,"Fractures are breaks in bone, usually caused by excessive stress on bone. Fractures heal when osteoblasts form new bone. The animation at this link shows how this happens: http://www. youtube. com/watch?v=qVougiCEgH8 . Soon after a fracture, the body begins to repair the break. The area becomes swollen and sore. Within a few days, bone cells travel to the break site and begin to rebuild the bone. It takes about two to three months before compact and spongy bone form at the break site. Sometimes the body needs extra help in repairing a broken bone. In such a case, a surgeon will piece a broken bone together with metal pins. Moving the broken pieces together will help keep the bone from moving and give the body a chance to repair the break.",SciQ
p1540,"4. Molecular crystals -- Molecular crystals typically consist of molecules at the lattice points of the crystal, held together by relatively weak intermolecular forces (see Figure below ). The intermolecular forces may be dispersion forces in the case of nonpolar crystals, or dipole-dipole forces in the case of polar crystals. Some molecular crystals, such as ice, have molecules held together by hydrogen bonds. When one of the noble gases is cooled and solidified, the lattice points are individual atoms rather than molecules. In all cases, the intermolecular forces holding the particles together are far weaker than either ionic or covalent bonds. As a result, the melting and boiling points of molecular crystals are much lower. Lacking ions or free electrons, molecular crystals are poor electrical conductors.",SciQ
p1541,Plate movements cause continents to drift closer to the poles or the equator. Ocean currents also shift when continents drift. All these changes can affect Earth’s temperature.,SciQ
p1542,There are six types of simple machines. Machines that consist of two or more simple machines are called compound machines.,SciQ
p1543,An element is a pure substance. It cannot be broken down into other types of substances. Each element is made up of just one type of atom. An atom is the smallest particle of an element that still has the properties of that element.,SciQ
p1544,"Pubic lice , like the one in Figure below , are insect parasites that are transmitted sexually. They suck the blood of their host and irritate the skin in the pubic area.",SciQ
p1545,"For some, the exciting part of a roller coaster is speeding down; for others it is the anticipation of climbing up. While the coaster is being towed up, it is having work done on it. The work done towing it to the top of the hill becomes potential energy stored in the coaster and that potential energy is converted to kinetic energy as the coaster runs down from the top of the hill to the bottom.",SciQ
p1546,"Two different pathways accomplish the regeneration of NAD + with rather famous products: lactic acid (C 3 H 6 O 3 ) and ethyl alcohol (C 2 H 6 O) ( Figure above ). Making ATP in the absence of oxygen by glycolysis alone is known as fermentation . Therefore, these two pathways are called lactic acid fermentation and alcoholic fermentation . If you lack interest in organisms, such as yeast and bacteria, which have “stuck with” the anaerobic tradition, the products of these chemical reactions may still intrigue you. Fermentation makes bread, yogurt, beer, wine, and some new biofuels. In addition, some of your body’s cells are facultative anaerobes, retaining one of these ancient pathways for short-term, emergency use.",SciQ
p1547,"Groundwater deposits the material in caves as stalactites, stalagmites, and columns.",SciQ
p1548,"Oil spills are another source of ocean pollution. To get at oil buried beneath the seafloor, oil rigs are built in the oceans. These rigs pump oil from beneath the ocean floor. Huge ocean tankers carry oil around the world. If something goes wrong with a rig on a tanker, millions of barrels of oil may end up in the water. The oil may coat and kill ocean animals. Some of the oil will wash ashore. This oil may destroy coastal wetlands and ruin beaches. Figure below shows an oil spill on a beach. The oil washed ashore after a deadly oil rig explosion in the Gulf of Mexico in 2010.",SciQ
p1549,"A chemical reaction is usually written in a way that suggests it proceeds in one direction, the direction in which we read, but all chemical reactions are reversible, and both the forward and reverse reaction occur to one degree or another depending on conditions. In a chemical equilibrium, the forward and reverse reactions occur at equal rates, and the concentrations of products and reactants remain constant. If we run a reaction in a closed system so that the products cannot escape, we often find the reaction does not give a 100% yield of products. Instead, some reactants remain after the concentrations stop changing. At this point, when there is no further change in concentrations of reactants and products, we say the reaction is at equilibrium. A mixture of reactants and products is found at equilibrium. For example, when we place a sample of dinitrogen tetroxide (N2O4, a colorless gas) in a glass tube, it forms nitrogen dioxide (NO2, a brown gas) by the reaction N 2 O 4(g) ⇌ 2NO 2(g) The color becomes darker as N2O4 is converted to NO2. When the system reaches equilibrium, both N2O4 and NO2 are present (Figure 13.2).",SciQ
p1550,Protozoa are single-celled eukaryotes that share some traits with animals.,SciQ
p1551,"In summary, society is facing an antibiotic crisis. Some scientists believe that after years of being protected from bacterial infections by antibiotics, we may be returning to a time in which a simple bacterial infection could again devastate the human population. Researchers are working on developing new antibiotics, but few are in the drug development pipeline, and it takes many years to generate an effective and approved drug. Naimi, T. , LeDell, K. , Como-Sabetti, K. , et al. , “Comparison of community- and health care-associated methicillin-resistant Staphylococcus aureus infection,” JAMA 290 (2003): 2976-2984, doi: 10.1001/jama.290.22.2976.",SciQ
p1552,Still other pathogens are spread by vectors. A vector is an organism that carries pathogens from one person or animal to another. Most vectors are insects such as ticks or mosquitoes. They pick up pathogens when they bite an infected animal and then transmit the pathogens to the next animal they bite. Ticks spread the bacteria that cause Lyme disease. Mosquitoes spread the protozoa that cause malaria.,SciQ
p1553,"Fingernails and toenails consist of specialized epidermal cells that are filled with keratin . The keratin makes them tough and hard, which is important for the functions they serve. Fingernails prevent injury by forming protective plates over the ends of the fingers. They also enhance sensation by acting as a counterforce to the sensitive fingertips when objects are handled. Nails are similar to claws in other animals. They cover the tips of fingers and toes. Fingernails and toenails both grow from nail beds. As the nail grows, more cells are added at the nail bed. Older cells get pushed away from the nail bed and the nail grows longer. There are no nerve endings in the nail. Otherwise cutting your nails would hurt a lot!.",SciQ
p1554,"Relief , or terrain, includes all the landforms of a region. A topographic map shows the height, or elevation , of features in an area. This includes mountains, craters, valleys, and rivers. For example, Figure below shows the San Francisco Peaks in northern Arizona. Features on the map include mountains, hills and lava flows. You can recognize these features from the differences in elevation. We will talk about some different landforms in the next section.",SciQ
p1555,"The nucleus of many cells also contains a non-membrane bound organelle called a nucleolus , shown in Figure below . The nucleolus is mainly involved in the assembly of ribosomes. Ribosomes are organelles made of protein and ribosomal RNA (rRNA), and they build cellular proteins in the cytoplasm. The function of the rRNA is to provide a way of decoding the genetic messages within another type of RNA (called mRNA), into amino acids. After being made in the nucleolus, ribosomes are exported to the cytoplasm, where they direct protein synthesis.",SciQ
p1556,"Temperature falls from the equator to the poles. Therefore, major temperature zones are based on latitude . They include tropical, temperate, and arctic zones (see Figure below ). However, other factors besides latitude may also influence temperature. For example, land near the ocean may have cooler summers and warmer winters than land farther inland. This is because water gains and loses heat more slowly than does land, and the water temperature influences the temperature on the coast. Temperature also falls from lower to higher altitudes. That’s why tropical zone mountain tops may be capped with snow.",SciQ
p1557,"Smooth muscle is found in the walls of other internal organs such as the stomach. It isn’t striated because its muscle fibers are arranged in sheets rather than bundles. Contractions of smooth muscle are involuntary. When smooth muscles in the stomach contract, they squeeze food inside the stomach. This helps break the food into smaller pieces.",SciQ
p1558,Almost all surfaces reflect some of the light that strikes them. The still water of the lake in Figure above reflects almost all of the light that strikes it. The reflected light forms an image of nearby objects. An image is a copy of an object that is formed by reflected or refracted light.,SciQ
p1559,"From the pharynx, air next passes through the larynx , or voice box. The larynx contains vocal cords, which allow us to produce vocal sounds.",SciQ
p1560,"Living species of chordates are classified into three major subphyla: Vertebrata, Urochordata, and Cephalochordata. Vertebrates are all chordates that have a backbone. The other two subphyla are invertebrate chordates that lack a backbone. Members of the subphylum Urochordata are tunicates (also called sea squirts). Members of the subphylum Cephalochordata are lancelets . Both tunicates and lancelets are small and primitive. They are probably similar to the earliest chordates that evolved more than 500 million years ago.",SciQ
p1561,"The structures of the human eye collect and focus light. They form a reduced, upside-down image on the retina at the back of the eye.",SciQ
p1562,"Atoms of different elements differ in size, mass, and other properties.",SciQ
p1563,"The Breasts Whereas the breasts are located far from the other female reproductive organs, they are considered accessory organs of the female reproductive system. The function of the breasts is to supply milk to an infant in a process called lactation. The external features of the breast include a nipple surrounded by a pigmented areola (Figure 27.17), whose coloration may deepen during pregnancy. The areola is typically circular and can vary in size from 25 to 100 mm in diameter. The areolar region is characterized by small, raised areolar glands that secrete lubricating fluid during lactation to protect the nipple from chafing. When a baby nurses, or draws milk from the breast, the entire areolar region is taken into the mouth. Breast milk is produced by the mammary glands, which are modified sweat glands. The milk itself exits the breast through the nipple via 15 to 20 lactiferous ducts that open on the surface of the nipple. These lactiferous ducts each extend to a lactiferous sinus that connects to a glandular lobe within the breast itself that contains groups of milk-secreting cells in clusters called alveoli (see Figure 27.17). The clusters can change in size depending on the amount of milk in the alveolar lumen. Once milk is made in the alveoli, stimulated myoepithelial cells that surround the alveoli contract to push the milk to the lactiferous sinuses. From here, the baby can draw milk through the lactiferous ducts by suckling. The lobes themselves are surrounded by fat tissue, which determines the size of the breast; breast size differs between individuals and does not affect the amount of milk produced. Supporting the breasts are multiple bands of connective tissue called suspensory ligaments that connect the breast tissue to the dermis of the overlying skin.",SciQ
p1564,"Plants don't have an immune system, but they do respond to disease. Typically, their first line of defense is the death of cells surrounding infected tissue. This prevents the infection from spreading.",SciQ
p1565,"Photosynthesis ceases when leaves wilt, mainly because.",SciQ
p1566,Ground tissue makes up much of the inside of a plant. The cells of ground tissue carry out basic metabolic functions and other biochemical reactions. Ground tissue may also store food or water.,SciQ
p1567,"HIV spreads through contact between an infected person’s body fluids and another person's bloodstream or mucus membranes, which are found in the mouth, nose, and genital areas. Body fluids that may contain HIV are blood, semen, vaginal fluid, and breast milk. The virus can spread through sexual contact or shared drug needles. It can also spread from an infected mother to her baby during childbirth or breastfeeding. Saliva can carry the HIV virus, but it won't spread it, unless the saliva gets into the bloodstream. Other body fluids such as urine and sweat do not contain the virus. HIV does not spread in any fluid in which the host cells cannot survive.",SciQ
p1568,"When a blood vessel constricts, less blood can flow through it.",SciQ
p1569,"Viewed through a telescope, Venus looks smooth and featureless. The planet is covered by a thick layer of clouds. You can see the clouds in pictures of Venus ( Figure below ).",SciQ
p1570,"Sometimes an aquifer is confined. A confined aquifer is trapped between two impermeable rock layers. Pressure from the rock layer on top forces the water out where the aquifer reaches the ground surface. Water that flows up to the surface naturally is an artesian spring . If people drill a well into a confined aquifer, the water may flow to the surface without assistance. This is an artesian well ( Figure below ).",SciQ
p1571,"Mitosis in the Eukaryotic Cell Cycle. Mitosis is the multi-phase process in which the nucleus of a eukaryotic cell divides. In this diagram, prometaphase is not included as a separate phase, but incorporated into prophase.",SciQ
p1572,Sex hormones are chemical messengers that control sexual development and reproduction. The male reproductive system consists of structures that produce male gametes called sperm and secrete the male sex hormone testosterone.,SciQ
p1573,"The first species to colonize a disturbed area such as this are called pioneer species (see Figure below ). They change the environment and pave the way for other species to come into the area. Pioneer species are likely to include bacteria and lichens that can live on bare rock. Along with wind and water, they help weather the rock and form soil. Once soil begins to form, plants can move in. At first, the plants include grasses and other species that can grow in thin, poor soil. As more plants grow and die, organic matter is added to the soil. This improves the soil and helps it hold water. The improved soil allows shrubs and trees to move into the area.",SciQ
p1574,"Mars is the easiest planet to observe. As a result, it has been studied more than any other planet besides Earth. People can stand on Earth and observe the planet through a telescope. We have also sent many space probes to Mars. A car-sized robotic rover, Curiosity, arrived on the Red Planet in August 2012. Curiosity joins Opportunity, which has been active since 2004.",SciQ
p1575,"The student athlete in Figure below is practically flying down the track! Running takes a lot of energy. But you don’t have to run a race to use energy. All living things need energy all the time just to stay alive. The energy is produced in chemical reactions. A chemical reaction is a process in which some substances, called reactants, change chemically into different substances, called products. Reactants and products may be elements or compounds.",SciQ
p1576,"Figure 31.3 Cellulose, the main structural component of the plant cell wall, makes up over thirty percent of plant matter. It is the most abundant organic compound on earth. Plants are able to make their own cellulose, but need carbon from the soil to do so.",SciQ
p1577,Force is a push or a pull acting on an object. Examples of force include friction and gravity. Force is a vector because it has both size and direction. The SI unit of force is the newton (N).,SciQ
p1578,"Bacterial infections of the urinary tract, especially the bladder, are very common. Bladder infections can be treated with antibiotics prescribed by a doctor. If untreated, they may lead to kidney damage.",SciQ
p1579,"The stomach also releases a very strong acid, called hydrochloric acid. This acid kills most pathogens that enter the stomach in food or water. Urine is also acidic, so few pathogens can grow in it.",SciQ
p1580,Acceleration occurs when a force is applied to a moving object.,SciQ
p1581,"The three types of muscles in the body include skeletal muscle, smooth muscle, and cardiac muscle.",SciQ
p1582,Sodium belongs to the group of elements called the alkali metals. An alkaline solution is another name for a solution that is basic. All alkali metals react readily with water to produce the metal hydroxide and hydrogen gas. The resulting solutions are basic.,SciQ
p1583,"Figure 27.11 The amplitudes of waves add. (a) Pure constructive interference is obtained when identical waves are in phase. (b) Pure destructive interference occurs when identical waves are exactly out of phase, or shifted by half a wavelength.",SciQ
p1584,"Plants are a large and varied group of organisms. There are close to 300,000 species of catalogued plants. Of these, about 260,000 are plants that produce seeds. Mosses, ferns, conifers, and flowering plants are all members of the plant kingdom. The plant kingdom contains mostly photosynthetic organisms; a few parasitic forms have lost the ability to photosynthesize. The process of photosynthesis uses chlorophyll, which is located in organelles called chloroplasts. Plants possess cell walls containing cellulose. Most plants reproduce sexually, but they also have diverse methods of asexual reproduction. Plants exhibit indeterminate growth, meaning they do not have a final body form, but continue to grow body mass until they die.",SciQ
p1585,"Sebaceous glands produce an oily substance called sebum. Sebum is secreted into hair follicles and makes its way to the skin surface. It waterproofs the hair and skin and helps prevent them from drying out. Sebum also has antibacterial properties, so it inhibits the growth of microorganisms on the skin.",SciQ
p1586,"Some reactions need extra help to occur quickly. They need another substance called a catalyst. A catalyst is a substance that increases the rate of a chemical reaction. A catalyst isn’t a reactant, so it isn’t changed or used up in the reaction. Therefore, it can catalyze many other reactions.",SciQ
p1587,"Neutrons have approximately the same mass as protons but no charge. They are electrically neutral. The mass of a proton or a neutron is about 1836 times greater than the mass of an electron. Protons and neutrons constitute by far the bulk of the mass of atoms. The discovery of the electron and the proton was crucial to the development of the modern model of the atom and provides an excellent case study in the application of the scientific method. In fact, the elucidation of the atom’s structure is one of the greatest detective stories in the history of science.",SciQ
p1588,"Anglerfish live in the ocean. Aquatic biomes in the ocean are called marine biomes . Organisms that live in marine biomes must be adapted to the salt in the water. For example, many have organs for excreting excess salt. Two ocean zones are particularly challenging to marine organisms: the intertidal zone and the deep ocean.",SciQ
p1589,Food allergies are like other allergies. They occur when the immune system reacts to harmless substances as though they were harmful. Almost ten percent of children have food allergies. Some of the foods most likely to cause allergies are shown below ( Figure below ).,SciQ
p1590,"If you are a girl and use tampons, be sure to change them every four to six hours. Leaving tampons in for too long can put you at risk of toxic shock syndrome . This is a serious condition. Signs and symptoms of toxic shock syndrome develop suddenly, and the disease can be fatal. The disease involves fever, shock, and problems with the function of several body organs.",SciQ
p1591,"There are three flat skeletal muscles in the antero-lateral wall of the abdomen. The external oblique, closest to the surface, extend inferiorly and medially, in the direction of sliding one’s four fingers into pants pockets. Perpendicular to it is the intermediate internal oblique, extending superiorly and medially, the direction the thumbs usually go when the other fingers are in the pants pocket. The deep muscle, the transversus abdominis, is arranged transversely around the abdomen, similar to the front of a belt on a pair of pants. This arrangement of three bands of muscles in different orientations allows various movements and rotations of the trunk. The three layers of muscle also help to protect the internal abdominal organs in an area where there is no bone. The linea alba is a white, fibrous band that is made of the bilateral rectus sheaths that join at the anterior midline of the body. These enclose the rectus abdominis muscles (a pair of long, linear muscles, commonly called the “sit-up” muscles) that originate at the pubic crest and symphysis, and extend the length of the body’s trunk. Each muscle is segmented by three transverse bands of collagen fibers called the tendinous intersections. This results in the look of “six-pack abs,” as each segment hypertrophies on individuals at the gym who do many sit-ups. The posterior abdominal wall is formed by the lumbar vertebrae, parts of the ilia of the hip bones, psoas major and iliacus muscles, and quadratus lumborum muscle. This part of the core plays a key role in stabilizing the rest of the body and maintaining posture.",SciQ
